Date,value,volume,time,tuesday,wednesday,thursday,friday,month_cos_embed,month_sin_embed,day_cos_embed,day_sin_embed
2020-05-08,54.62799835205078,241297500,2482,0,0,0,1,-0.4999999999999998,0.8660254037844387,0.1514277775045767,0.9884683243281114
2020-05-11,54.08599853515625,247794000,2483,0,0,0,0,-0.4999999999999998,0.8660254037844387,-0.4403941515576344,0.8978045395707416
2020-05-12,53.96066665649414,238603500,2484,1,0,0,0,-0.4999999999999998,0.8660254037844387,-0.6121059825476626,0.7907757369376989
2020-05-13,52.73066711425781,285982500,2485,0,1,0,0,-0.4999999999999998,0.8660254037844387,-0.7587581226927909,0.6513724827222223
2020-05-14,53.55533218383789,205233000,2486,0,0,1,0,-0.4999999999999998,0.8660254037844387,-0.8743466161445821,0.48530196253108104
2020-05-15,53.27799987792969,157776000,2487,0,0,0,1,-0.4999999999999998,0.8660254037844387,-0.9541392564000488,0.29936312297335804
2020-05-18,54.242000579833984,174987000,2488,0,0,0,0,-0.4999999999999998,0.8660254037844387,-0.9541392564000488,-0.2993631229733582
2020-05-19,53.867332458496094,144547500,2489,1,0,0,0,-0.4999999999999998,0.8660254037844387,-0.8743466161445822,-0.4853019625310808
2020-05-20,54.37066650390625,109639500,2490,0,1,0,0,-0.4999999999999998,0.8660254037844387,-0.7587581226927911,-0.651372482722222
2020-05-21,55.17333221435547,183819000,2491,0,0,1,0,-0.4999999999999998,0.8660254037844387,-0.6121059825476627,-0.7907757369376986
2020-05-22,54.45866775512695,149812500,2492,0,0,0,1,-0.4999999999999998,0.8660254037844387,-0.44039415155763423,-0.8978045395707417
2020-05-26,54.591331481933594,121345500,2493,1,0,0,0,-0.4999999999999998,0.8660254037844387,0.3473052528448203,-0.9377521321470804
2020-05-27,54.68199920654297,173242500,2494,0,1,0,0,-0.4999999999999998,0.8660254037844387,0.5289640103269624,-0.848644257494751
2020-05-28,53.72066879272461,108834000,2495,0,0,1,0,-0.4999999999999998,0.8660254037844387,0.6889669190756865,-0.72479278722912
2020-05-29,55.66666793823242,176467500,2496,0,0,0,1,-0.4999999999999998,0.8660254037844387,0.8207634412072763,-0.5712682150947924
2020-06-01,59.87333297729492,224092500,2497,0,0,0,0,-0.8660254037844387,0.49999999999999994,1.0,0.0
2020-06-02,58.770668029785156,203484000,2498,1,0,0,0,-0.8660254037844387,0.49999999999999994,0.9781476007338057,0.20791169081775931
2020-06-03,58.86399841308594,119242500,2499,0,1,0,0,-0.8660254037844387,0.49999999999999994,0.9135454576426009,0.40673664307580015
2020-06-04,57.62533187866211,133315500,2500,0,0,1,0,-0.8660254037844387,0.49999999999999994,0.8090169943749475,0.5877852522924731
2020-06-05,59.04399871826172,117178500,2501,0,0,0,1,-0.8660254037844387,0.49999999999999994,0.6691306063588582,0.7431448254773941
2020-06-08,63.327999114990234,212620500,2502,0,0,0,0,-0.8660254037844387,0.49999999999999994,0.10452846326765346,0.9945218953682733
2020-06-09,62.711334228515625,170823000,2503,1,0,0,0,-0.8660254037844387,0.49999999999999994,-0.10452846326765333,0.9945218953682734
2020-06-10,68.336669921875,278451000,2504,0,1,0,0,-0.8660254037844387,0.49999999999999994,-0.30901699437494734,0.9510565162951536
2020-06-11,64.85600280761719,238747500,2505,0,0,1,0,-0.8660254037844387,0.49999999999999994,-0.4999999999999998,0.8660254037844387
2020-06-12,62.35200119018555,251451000,2506,0,0,0,1,-0.8660254037844387,0.49999999999999994,-0.6691306063588579,0.7431448254773945
2020-06-15,66.05999755859375,235458000,2507,0,0,0,0,-0.8660254037844387,0.49999999999999994,-0.9781476007338057,0.20791169081775931
2020-06-16,65.47533416748047,210766500,2508,1,0,0,0,-0.8660254037844387,0.49999999999999994,-1.0,5.66553889764798e-16
2020-06-17,66.11933135986328,148362000,2509,0,1,0,0,-0.8660254037844387,0.49999999999999994,-0.9781476007338057,-0.20791169081775907
2020-06-18,66.9306640625,146278500,2510,0,0,1,0,-0.8660254037844387,0.49999999999999994,-0.9135454576426009,-0.4067366430758002
2020-06-19,66.72666931152344,130195500,2511,0,0,0,1,-0.8660254037844387,0.49999999999999994,-0.8090169943749476,-0.587785252292473
2020-06-22,66.28800201416016,95436000,2512,0,0,0,0,-0.8660254037844387,0.49999999999999994,-0.30901699437494756,-0.9510565162951535
2020-06-23,66.78533172607422,95479500,2513,1,0,0,0,-0.8660254037844387,0.49999999999999994,-0.10452846326765423,-0.9945218953682733
2020-06-24,64.0566635131836,164394000,2514,0,1,0,0,-0.8660254037844387,0.49999999999999994,0.10452846326765299,-0.9945218953682734
2020-06-25,65.73200225830078,138817500,2515,0,0,1,0,-0.8660254037844387,0.49999999999999994,0.30901699437494723,-0.9510565162951536
2020-06-26,63.982666015625,132823500,2516,0,0,0,1,-0.8660254037844387,0.49999999999999994,0.5000000000000001,-0.8660254037844386
2020-06-29,67.29000091552734,135396000,2517,0,0,0,0,-0.8660254037844387,0.49999999999999994,0.913545457642601,-0.40673664307580015
2020-06-30,71.98733520507812,253777500,2518,1,0,0,0,-0.8660254037844387,0.49999999999999994,0.9781476007338057,-0.20791169081775898
2020-07-01,74.64199829101562,199903500,2519,0,1,0,0,-1.0,1.2246467991473532e-16,1.0,0.0
2020-07-02,80.57733154296875,258751500,2520,0,0,1,0,-1.0,1.2246467991473532e-16,0.9795299412524945,0.20129852008866006
2020-07-06,91.43866729736328,308548500,2521,0,0,0,0,-1.0,1.2246467991473532e-16,0.5289640103269624,0.8486442574947509
2020-07-07,92.65733337402344,322345500,2522,1,0,0,0,-1.0,1.2246467991473532e-16,0.3473052528448203,0.9377521321470804
2020-07-08,91.05867004394531,244669500,2523,0,1,0,0,-1.0,1.2246467991473532e-16,0.1514277775045767,0.9884683243281114
2020-07-09,92.9520034790039,175764000,2524,0,0,1,0,-1.0,1.2246467991473532e-16,-0.05064916883871264,0.9987165071710528
2020-07-10,102.97666931152344,350064000,2525,0,0,0,1,-1.0,1.2246467991473532e-16,-0.2506525322587204,0.9680771188662043
2020-07-13,99.80400085449219,584781000,2526,0,0,0,0,-1.0,1.2246467991473532e-16,-0.7587581226927909,0.6513724827222223
2020-07-14,101.12000274658203,351271500,2527,1,0,0,0,-1.0,1.2246467991473532e-16,-0.8743466161445821,0.48530196253108104
2020-07-15,103.06732940673828,245517000,2528,0,1,0,0,-1.0,1.2246467991473532e-16,-0.9541392564000488,0.29936312297335804
2020-07-16,100.04266357421875,214512000,2529,0,0,1,0,-1.0,1.2246467991473532e-16,-0.994869323391895,0.10116832198743272
2020-07-17,100.05599975585938,139950000,2530,0,0,0,1,-1.0,1.2246467991473532e-16,-0.9948693233918952,-0.10116832198743204
2020-07-20,109.53333282470703,256821000,2531,0,0,0,0,-1.0,1.2246467991473532e-16,-0.7587581226927911,-0.651372482722222
2020-07-21,104.55733489990234,241608000,2532,1,0,0,0,-1.0,1.2246467991473532e-16,-0.6121059825476627,-0.7907757369376986
2020-07-22,106.15533447265625,212416500,2533,0,1,0,0,-1.0,1.2246467991473532e-16,-0.44039415155763423,-0.8978045395707417
2020-07-23,100.87133026123047,364927500,2534,0,0,1,0,-1.0,1.2246467991473532e-16,-0.2506525322587213,-0.9680771188662041
2020-07-24,94.46666717529297,290949000,2535,0,0,0,1,-1.0,1.2246467991473532e-16,-0.05064916883871355,-0.9987165071710528
2020-07-27,102.63999938964844,240730500,2536,0,0,0,0,-1.0,1.2246467991473532e-16,0.5289640103269624,-0.848644257494751
2020-07-28,98.43267059326172,237130500,2537,1,0,0,0,-1.0,1.2246467991473532e-16,0.6889669190756865,-0.72479278722912
2020-07-29,99.94066619873047,141403500,2538,0,1,0,0,-1.0,1.2246467991473532e-16,0.8207634412072763,-0.5712682150947924
2020-07-30,99.16600036621094,114315000,2539,0,0,1,0,-1.0,1.2246467991473532e-16,0.9189578116202306,-0.3943558551133187
2020-07-31,95.38400268554688,183123000,2540,0,0,0,1,-1.0,1.2246467991473532e-16,0.9795299412524943,-0.20129852008866114
2020-08-03,99.0,132139500,2541,0,0,0,0,-0.8660254037844388,-0.4999999999999997,0.9189578116202306,0.39435585511331855
2020-08-04,99.13333129882812,126225000,2542,1,0,0,0,-0.8660254037844388,-0.4999999999999997,0.8207634412072763,0.5712682150947923
2020-08-05,99.00133514404297,74217000,2543,0,1,0,0,-0.8660254037844388,-0.4999999999999997,0.6889669190756866,0.7247927872291199
2020-08-06,99.30533599853516,89884500,2544,0,0,1,0,-0.8660254037844388,-0.4999999999999997,0.5289640103269624,0.8486442574947509
2020-08-07,96.84733581542969,133446000,2545,0,0,0,1,-0.8660254037844388,-0.4999999999999997,0.3473052528448203,0.9377521321470804
2020-08-10,94.57133483886719,112834500,2546,0,0,0,0,-0.8660254037844388,-0.4999999999999997,-0.2506525322587204,0.9680771188662043
2020-08-11,91.6259994506836,129387000,2547,1,0,0,0,-0.8660254037844388,-0.4999999999999997,-0.4403941515576344,0.8978045395707416
2020-08-12,103.65066528320312,327441000,2548,0,1,0,0,-0.8660254037844388,-0.4999999999999997,-0.6121059825476626,0.7907757369376989
2020-08-13,108.06666564941406,306379500,2549,0,0,1,0,-0.8660254037844388,-0.4999999999999997,-0.7587581226927909,0.6513724827222223
2020-08-14,110.04733276367188,188664000,2550,0,0,0,1,-0.8660254037844388,-0.4999999999999997,-0.8743466161445821,0.48530196253108104
2020-08-17,122.3759994506836,303634500,2551,0,0,0,0,-0.8660254037844388,-0.4999999999999997,-0.9948693233918952,-0.10116832198743204
2020-08-18,125.80599975585938,247117500,2552,1,0,0,0,-0.8660254037844388,-0.4999999999999997,-0.9541392564000488,-0.2993631229733582
2020-08-19,125.23533630371094,183079500,2553,0,1,0,0,-0.8660254037844388,-0.4999999999999997,-0.8743466161445822,-0.4853019625310808
2020-08-20,133.45533752441406,309177000,2554,0,0,1,0,-0.8660254037844388,-0.4999999999999997,-0.7587581226927911,-0.651372482722222
2020-08-21,136.6653289794922,322344000,2555,0,0,0,1,-0.8660254037844388,-0.4999999999999997,-0.6121059825476627,-0.7907757369376986
2020-08-24,134.27999877929688,300954000,2556,0,0,0,0,-0.8660254037844388,-0.4999999999999997,-0.05064916883871355,-0.9987165071710528
2020-08-25,134.8893280029297,159883500,2557,1,0,0,0,-0.8660254037844388,-0.4999999999999997,0.15142777750457667,-0.9884683243281114
2020-08-26,143.54466247558594,213591000,2558,0,1,0,0,-0.8660254037844388,-0.4999999999999997,0.3473052528448203,-0.9377521321470804
2020-08-27,149.25,355395000,2559,0,0,1,0,-0.8660254037844388,-0.4999999999999997,0.5289640103269624,-0.848644257494751
2020-08-28,147.55999755859375,301218000,2560,0,0,0,1,-0.8660254037844388,-0.4999999999999997,0.6889669190756865,-0.72479278722912
2020-08-31,166.10667419433594,355123200,2561,0,0,0,0,-0.8660254037844388,-0.4999999999999997,0.9795299412524943,-0.20129852008866114
2020-09-01,158.35000610351562,269523300,2562,1,0,0,0,-0.5000000000000004,-0.8660254037844384,1.0,0.0
2020-09-02,149.1233367919922,288528300,2563,0,1,0,0,-0.5000000000000004,-0.8660254037844384,0.9781476007338057,0.20791169081775931
2020-09-03,135.6666717529297,262788300,2564,0,0,1,0,-0.5000000000000004,-0.8660254037844384,0.9135454576426009,0.40673664307580015
2020-09-04,139.44000244140625,330965700,2565,0,0,0,1,-0.5000000000000004,-0.8660254037844384,0.8090169943749475,0.5877852522924731
2020-09-08,110.06999969482422,346397100,2566,1,0,0,0,-0.5000000000000004,-0.8660254037844384,0.10452846326765346,0.9945218953682733
2020-09-09,122.09333038330078,238397400,2567,0,1,0,0,-0.5000000000000004,-0.8660254037844384,-0.10452846326765333,0.9945218953682734
2020-09-10,123.77999877929688,254791800,2568,0,0,1,0,-0.5000000000000004,-0.8660254037844384,-0.30901699437494734,0.9510565162951536
2020-09-11,124.23999786376953,182152500,2569,0,0,0,1,-0.5000000000000004,-0.8660254037844384,-0.4999999999999998,0.8660254037844387
2020-09-14,139.8733367919922,249061800,2570,0,0,0,0,-0.5000000000000004,-0.8660254037844384,-0.913545457642601,0.40673664307580004
2020-09-15,149.9199981689453,291894600,2571,1,0,0,0,-0.5000000000000004,-0.8660254037844384,-0.9781476007338057,0.20791169081775931
2020-09-16,147.25332641601562,216837900,2572,0,1,0,0,-0.5000000000000004,-0.8660254037844384,-1.0,5.66553889764798e-16
2020-09-17,141.14332580566406,230337600,2573,0,0,1,0,-0.5000000000000004,-0.8660254037844384,-0.9781476007338057,-0.20791169081775907
2020-09-18,147.38333129882812,259220400,2574,0,0,0,1,-0.5000000000000004,-0.8660254037844384,-0.9135454576426009,-0.4067366430758002
2020-09-21,149.79666137695312,328430400,2575,0,0,0,0,-0.5000000000000004,-0.8660254037844384,-0.5000000000000004,-0.8660254037844384
2020-09-22,141.41000366210938,238742400,2576,1,0,0,0,-0.5000000000000004,-0.8660254037844384,-0.30901699437494756,-0.9510565162951535
2020-09-23,126.78666687011719,285222600,2577,0,1,0,0,-0.5000000000000004,-0.8660254037844384,-0.10452846326765423,-0.9945218953682733
2020-09-24,129.26333618164062,289683300,2578,0,0,1,0,-0.5000000000000004,-0.8660254037844384,0.10452846326765299,-0.9945218953682734
2020-09-25,135.77999877929688,201625500,2579,0,0,0,1,-0.5000000000000004,-0.8660254037844384,0.30901699437494723,-0.9510565162951536
2020-09-28,140.39999389648438,149158800,2580,0,0,0,0,-0.5000000000000004,-0.8660254037844384,0.8090169943749473,-0.5877852522924734
2020-09-29,139.69000244140625,150657900,2581,1,0,0,0,-0.5000000000000004,-0.8660254037844384,0.913545457642601,-0.40673664307580015
2020-09-30,143.00332641601562,144436800,2582,0,1,0,0,-0.5000000000000004,-0.8660254037844384,0.9781476007338057,-0.20791169081775898
2020-10-01,149.3866729736328,152224500,2583,0,0,1,0,-1.8369701987210297e-16,-1.0,1.0,0.0
2020-10-02,138.3633270263672,214290000,2584,0,0,0,1,-1.8369701987210297e-16,-1.0,0.9795299412524945,0.20129852008866006
2020-10-05,141.89332580566406,134168400,2585,0,0,0,0,-1.8369701987210297e-16,-1.0,0.6889669190756866,0.7247927872291199
2020-10-06,137.9933319091797,147438900,2586,1,0,0,0,-1.8369701987210297e-16,-1.0,0.5289640103269624,0.8486442574947509
2020-10-07,141.76666259765625,129383100,2587,0,1,0,0,-1.8369701987210297e-16,-1.0,0.3473052528448203,0.9377521321470804
2020-10-08,141.97332763671875,121263300,2588,0,0,1,0,-1.8369701987210297e-16,-1.0,0.1514277775045767,0.9884683243281114
2020-10-09,144.6666717529297,86777100,2589,0,0,0,1,-1.8369701987210297e-16,-1.0,-0.05064916883871264,0.9987165071710528
2020-10-12,147.43333435058594,116373300,2590,0,0,0,0,-1.8369701987210297e-16,-1.0,-0.6121059825476626,0.7907757369376989
2020-10-13,148.88333129882812,103391100,2591,1,0,0,0,-1.8369701987210297e-16,-1.0,-0.7587581226927909,0.6513724827222223
2020-10-14,153.76666259765625,143639100,2592,0,1,0,0,-1.8369701987210297e-16,-1.0,-0.8743466161445821,0.48530196253108104
2020-10-15,149.6266632080078,107017200,2593,0,0,1,0,-1.8369701987210297e-16,-1.0,-0.9541392564000488,0.29936312297335804
2020-10-16,146.55667114257812,98327700,2594,0,0,0,1,-1.8369701987210297e-16,-1.0,-0.994869323391895,0.10116832198743272
2020-10-19,143.61000061035156,108863400,2595,0,0,0,0,-1.8369701987210297e-16,-1.0,-0.8743466161445822,-0.4853019625310808
2020-10-20,140.64666748046875,94968900,2596,1,0,0,0,-1.8369701987210297e-16,-1.0,-0.7587581226927911,-0.651372482722222
2020-10-21,140.8800048828125,97111500,2597,0,1,0,0,-1.8369701987210297e-16,-1.0,-0.6121059825476627,-0.7907757369376986
2020-10-22,141.92999267578125,119979600,2598,0,0,1,0,-1.8369701987210297e-16,-1.0,-0.44039415155763423,-0.8978045395707417
2020-10-23,140.2100067138672,101151000,2599,0,0,0,1,-1.8369701987210297e-16,-1.0,-0.2506525322587213,-0.9680771188662041
2020-10-26,140.0933380126953,84717600,2600,0,0,0,0,-1.8369701987210297e-16,-1.0,0.3473052528448203,-0.9377521321470804
2020-10-27,141.55999755859375,68059500,2601,1,0,0,0,-1.8369701987210297e-16,-1.0,0.5289640103269624,-0.848644257494751
2020-10-28,135.33999633789062,76354200,2602,0,1,0,0,-1.8369701987210297e-16,-1.0,0.6889669190756865,-0.72479278722912
2020-10-29,136.94332885742188,67965900,2603,0,0,1,0,-1.8369701987210297e-16,-1.0,0.8207634412072763,-0.5712682150947924
2020-10-30,129.34666442871094,127533900,2604,0,0,0,1,-1.8369701987210297e-16,-1.0,0.9189578116202306,-0.3943558551133187
2020-11-02,133.50332641601562,87063300,2605,0,0,0,0,0.5000000000000001,-0.8660254037844386,0.9781476007338057,0.20791169081775931
2020-11-03,141.3000030517578,103055100,2606,1,0,0,0,0.5000000000000001,-0.8660254037844386,0.9135454576426009,0.40673664307580015
2020-11-04,140.32666015625,96429300,2607,0,1,0,0,0.5000000000000001,-0.8660254037844386,0.8090169943749475,0.5877852522924731
2020-11-05,146.02999877929688,85243500,2608,0,0,1,0,0.5000000000000001,-0.8660254037844386,0.6691306063588582,0.7431448254773941
2020-11-06,143.31666564941406,65118000,2609,0,0,0,1,0.5000000000000001,-0.8660254037844386,0.5000000000000001,0.8660254037844386
2020-11-09,140.4199981689453,104499000,2610,0,0,0,0,0.5000000000000001,-0.8660254037844386,-0.10452846326765333,0.9945218953682734
2020-11-10,136.7866668701172,90852600,2611,1,0,0,0,0.5000000000000001,-0.8660254037844386,-0.30901699437494734,0.9510565162951536
2020-11-11,139.0433349609375,52073100,2612,0,1,0,0,0.5000000000000001,-0.8660254037844386,-0.4999999999999998,0.8660254037844387
2020-11-12,137.25332641601562,59565300,2613,0,0,1,0,0.5000000000000001,-0.8660254037844386,-0.6691306063588579,0.7431448254773945
2020-11-13,136.1666717529297,59313300,2614,0,0,0,1,0.5000000000000001,-0.8660254037844386,-0.8090169943749473,0.5877852522924732
2020-11-16,136.02999877929688,80515800,2615,0,0,0,0,0.5000000000000001,-0.8660254037844386,-1.0,5.66553889764798e-16
2020-11-17,147.20333862304688,183564900,2616,1,0,0,0,0.5000000000000001,-0.8660254037844386,-0.9781476007338057,-0.20791169081775907
2020-11-18,162.2133331298828,234132000,2617,0,1,0,0,0.5000000000000001,-0.8660254037844386,-0.9135454576426009,-0.4067366430758002
2020-11-19,166.42333984375,187425900,2618,0,0,1,0,0.5000000000000001,-0.8660254037844386,-0.8090169943749476,-0.587785252292473
2020-11-20,163.20333862304688,98735700,2619,0,0,0,1,0.5000000000000001,-0.8660254037844386,-0.6691306063588585,-0.743144825477394
2020-11-23,173.9499969482422,150780900,2620,0,0,0,0,0.5000000000000001,-0.8660254037844386,-0.10452846326765423,-0.9945218953682733
2020-11-24,185.1266632080078,160945500,2621,1,0,0,0,0.5000000000000001,-0.8660254037844386,0.10452846326765299,-0.9945218953682734
2020-11-25,191.3333282470703,146790600,2622,0,1,0,0,0.5000000000000001,-0.8660254037844386,0.30901699437494723,-0.9510565162951536
2020-11-27,195.25332641601562,112683300,2623,0,0,0,1,0.5000000000000001,-0.8660254037844386,0.6691306063588585,-0.743144825477394
2020-11-30,189.1999969482422,189009300,2624,0,0,0,0,0.5000000000000001,-0.8660254037844386,0.9781476007338057,-0.20791169081775898
2020-12-01,194.9199981689453,120310500,2625,1,0,0,0,0.8660254037844384,-0.5000000000000004,1.0,0.0
2020-12-02,189.60667419433594,143327100,2626,0,1,0,0,0.8660254037844384,-0.5000000000000004,0.9795299412524945,0.20129852008866006
2020-12-03,197.7933349609375,127656000,2627,0,0,1,0,0.8660254037844384,-0.5000000000000004,0.9189578116202306,0.39435585511331855
2020-12-04,199.67999267578125,88203900,2628,0,0,0,1,0.8660254037844384,-0.5000000000000004,0.8207634412072763,0.5712682150947923
2020-12-07,213.9199981689453,168929100,2629,0,0,0,0,0.8660254037844384,-0.5000000000000004,0.3473052528448203,0.9377521321470804
2020-12-08,216.6266632080078,192795000,2630,1,0,0,0,0.8660254037844384,-0.5000000000000004,0.1514277775045767,0.9884683243281114
2020-12-09,201.4933319091797,213873600,2631,0,1,0,0,0.8660254037844384,-0.5000000000000004,-0.05064916883871264,0.9987165071710528
2020-12-10,209.02333068847656,201249600,2632,0,0,1,0,0.8660254037844384,-0.5000000000000004,-0.2506525322587204,0.9680771188662043
2020-12-11,203.3300018310547,139425000,2633,0,0,0,1,0.8660254037844384,-0.5000000000000004,-0.4403941515576344,0.8978045395707416
2020-12-14,213.27667236328125,156121800,2634,0,0,0,0,0.8660254037844384,-0.5000000000000004,-0.8743466161445821,0.48530196253108104
2020-12-15,211.0833282470703,135214500,2635,1,0,0,0,0.8660254037844384,-0.5000000000000004,-0.9541392564000488,0.29936312297335804
2020-12-16,207.58999633789062,126287400,2636,0,1,0,0,0.8660254037844384,-0.5000000000000004,-0.994869323391895,0.10116832198743272
2020-12-17,218.63333129882812,168810300,2637,0,0,1,0,0.8660254037844384,-0.5000000000000004,-0.9948693233918952,-0.10116832198743204
2020-12-18,231.6666717529297,666378600,2638,0,0,0,1,0.8660254037844384,-0.5000000000000004,-0.9541392564000488,-0.2993631229733582
2020-12-21,216.6199951171875,174135900,2639,0,0,0,0,0.8660254037844384,-0.5000000000000004,-0.6121059825476627,-0.7907757369376986
2020-12-22,213.44667053222656,155148000,2640,1,0,0,0,0.8660254037844384,-0.5000000000000004,-0.44039415155763423,-0.8978045395707417
2020-12-23,215.32666015625,99519000,2641,0,1,0,0,0.8660254037844384,-0.5000000000000004,-0.2506525322587213,-0.9680771188662041
2020-12-24,220.58999633789062,68596800,2642,0,0,1,0,0.8660254037844384,-0.5000000000000004,-0.05064916883871355,-0.9987165071710528
2020-12-28,221.22999572753906,96835800,2643,0,0,0,0,0.8660254037844384,-0.5000000000000004,0.6889669190756865,-0.72479278722912
2020-12-29,221.99667358398438,68732400,2644,1,0,0,0,0.8660254037844384,-0.5000000000000004,0.8207634412072763,-0.5712682150947924
2020-12-30,231.5933380126953,128538000,2645,0,1,0,0,0.8660254037844384,-0.5000000000000004,0.9189578116202306,-0.3943558551133187
2020-12-31,235.22332763671875,148949700,2646,0,0,1,0,0.8660254037844384,-0.5000000000000004,0.9795299412524943,-0.20129852008866114
2021-01-04,243.2566680908203,145914600,2647,0,0,0,0,1.0,0.0,0.8207634412072763,0.5712682150947923
2021-01-05,245.0366668701172,96735600,2648,1,0,0,0,1.0,0.0,0.6889669190756866,0.7247927872291199
2021-01-06,251.9933319091797,134100000,2649,0,1,0,0,1.0,0.0,0.5289640103269624,0.8486442574947509
2021-01-07,272.0133361816406,154496700,2650,0,0,1,0,1.0,0.0,0.3473052528448203,0.9377521321470804
2021-01-08,293.3399963378906,225166500,2651,0,0,0,1,1.0,0.0,0.1514277775045767,0.9884683243281114
2021-01-11,270.39666748046875,177904800,2652,0,0,0,0,1.0,0.0,-0.4403941515576344,0.8978045395707416
2021-01-12,283.14666748046875,138812100,2653,1,0,0,0,1.0,0.0,-0.6121059825476626,0.7907757369376989
2021-01-13,284.8033447265625,99937500,2654,0,1,0,0,1.0,0.0,-0.7587581226927909,0.6513724827222223
2021-01-14,281.6666564941406,93798900,2655,0,0,1,0,1.0,0.0,-0.8743466161445821,0.48530196253108104
2021-01-15,275.38665771484375,116332800,2656,0,0,0,1,1.0,0.0,-0.9541392564000488,0.29936312297335804
2021-01-19,281.51666259765625,76101000,2657,1,0,0,0,1.0,0.0,-0.8743466161445822,-0.4853019625310808
2021-01-20,283.48333740234375,76997700,2658,0,1,0,0,1.0,0.0,-0.7587581226927911,-0.651372482722222
2021-01-21,281.663330078125,61563300,2659,0,0,1,0,1.0,0.0,-0.6121059825476627,-0.7907757369376986
2021-01-22,282.21331787109375,60199500,2660,0,0,0,1,1.0,0.0,-0.44039415155763423,-0.8978045395707417
2021-01-25,293.6000061035156,123520200,2661,0,0,0,0,1.0,0.0,0.15142777750457667,-0.9884683243281114
2021-01-26,294.36334228515625,69394800,2662,1,0,0,0,1.0,0.0,0.3473052528448203,-0.9377521321470804
2021-01-27,288.0533447265625,82002000,2663,0,1,0,0,1.0,0.0,0.5289640103269624,-0.848644257494751
2021-01-28,278.4766540527344,79134000,2664,0,0,1,0,1.0,0.0,0.6889669190756865,-0.72479278722912
2021-01-29,264.510009765625,104972400,2665,0,0,0,1,1.0,0.0,0.8207634412072763,-0.5712682150947924
2021-02-01,279.9366760253906,76174200,2666,0,0,0,0,0.8660254037844387,0.49999999999999994,1.0,0.0
2021-02-02,290.92999267578125,73038600,2667,1,0,0,0,0.8660254037844387,0.49999999999999994,0.9749279121818236,0.2225209339563144
2021-02-03,284.89666748046875,55030500,2668,0,1,0,0,0.8660254037844387,0.49999999999999994,0.9009688679024191,0.4338837391175581
2021-02-04,283.3299865722656,47438100,2669,0,0,1,0,0.8660254037844387,0.49999999999999994,0.7818314824680298,0.6234898018587335
2021-02-05,284.07666015625,55699800,2670,0,0,0,1,0.8660254037844387,0.49999999999999994,0.6234898018587336,0.7818314824680298
2021-02-08,287.8066711425781,60485100,2671,0,0,0,0,0.8660254037844387,0.49999999999999994,6.123233995736766e-17,1.0
2021-02-09,283.1533203125,45473100,2672,1,0,0,0,0.8660254037844387,0.49999999999999994,-0.22252093395631434,0.9749279121818236
2021-02-10,268.2733459472656,108648300,2673,0,1,0,0,0.8660254037844387,0.49999999999999994,-0.43388373911755806,0.9009688679024191
2021-02-11,270.5533447265625,64868400,2674,0,0,1,0,0.8660254037844387,0.49999999999999994,-0.6234898018587335,0.7818314824680299
2021-02-12,272.0400085449219,71304900,2675,0,0,0,1,0.8660254037844387,0.49999999999999994,-0.7818314824680295,0.6234898018587339
2021-02-16,265.40667724609375,59406900,2676,1,0,0,0,0.8660254037844387,0.49999999999999994,-0.9749279121818237,-0.22252093395631384
2021-02-17,266.04998779296875,77989500,2677,0,1,0,0,0.8660254037844387,0.49999999999999994,-0.9009688679024191,-0.433883739117558
2021-02-18,262.4599914550781,53871300,2678,0,0,1,0,0.8660254037844387,0.49999999999999994,-0.7818314824680296,-0.6234898018587338
2021-02-19,260.4333190917969,56874900,2679,0,0,0,1,0.8660254037844387,0.49999999999999994,-0.6234898018587337,-0.7818314824680297
2021-02-22,238.1666717529297,111809100,2680,0,0,0,0,0.8660254037844387,0.49999999999999994,-1.8369701987210297e-16,-1.0
2021-02-23,232.94667053222656,199820700,2681,1,0,0,0,0.8660254037844387,0.49999999999999994,0.22252093395631334,-0.9749279121818238
2021-02-24,247.33999633789062,110301000,2682,0,1,0,0,0.8660254037844387,0.49999999999999994,0.43388373911755795,-0.9009688679024193
2021-02-25,227.4066619873047,117071700,2683,0,0,1,0,0.8660254037844387,0.49999999999999994,0.6234898018587334,-0.7818314824680299
2021-02-26,225.1666717529297,123267600,2684,0,0,0,1,0.8660254037844387,0.49999999999999994,0.7818314824680297,-0.6234898018587337
2021-03-01,239.47666931152344,81408600,2685,0,0,0,0,0.5000000000000001,0.8660254037844386,1.0,0.0
2021-03-02,228.81333923339844,71196600,2686,1,0,0,0,0.5000000000000001,0.8660254037844386,0.9795299412524945,0.20129852008866006
2021-03-03,217.73333740234375,90624000,2687,0,1,0,0,0.5000000000000001,0.8660254037844386,0.9189578116202306,0.39435585511331855
2021-03-04,207.14666748046875,197758500,2688,0,0,1,0,0.5000000000000001,0.8660254037844386,0.8207634412072763,0.5712682150947923
2021-03-05,199.31666564941406,268189500,2689,0,0,0,1,0.5000000000000001,0.8660254037844386,0.6889669190756866,0.7247927872291199
2021-03-08,187.6666717529297,155361000,2690,0,0,0,0,0.5000000000000001,0.8660254037844386,0.1514277775045767,0.9884683243281114
2021-03-09,224.52667236328125,202569900,2691,1,0,0,0,0.5000000000000001,0.8660254037844386,-0.05064916883871264,0.9987165071710528
